City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Hyderabad,31-01-2017,54.98,115.66,10.14,46.64,16.51,17.73,0,12.33,53.74,0.07,1.1,0.13,110
Hyderabad,01-02-2017,44.56,87.45,10.32,35.7,9.92,16.81,0,5.74,74.98,0.03,0.37,0.17,151
Hyderabad,02-02-2017,52.36,96.1,10.06,37.44,9.36,16.25,0,3.48,68.59,0.01,0.14,0.03,102
Hyderabad,03-02-2017,58.81,109.98,9.92,42.23,10.17,16.49,0,8.29,76.03,0.01,0.2,0.04,113
Hyderabad,04-02-2017,68.29,141.85,10.64,52.03,12.26,17.59,0,13.7,82.95,0.04,0.51,0.47,149
Hyderabad,06-02-2017,64.14,136.36,17.54,52.4,8.17,17.5,0,18.17,61.34,0,0.03,0,118
Hyderabad,08-02-2017,83.13,163.13,7.1,51.31,8.72,22.71,0,17.22,45.33,0.01,0.18,0.01,180
Hyderabad,09-02-2017,70.3,134.14,8.62,45.89,10.47,19.35,0,7.48,50.11,0.02,0.31,0.04,161
Hyderabad,10-02-2017,64.97,108.1,8.71,35.98,7.61,15.93,0,5.02,67.42,0,0.1,0.01,121
Hyderabad,14-02-2017,62.32,115.04,10.84,35.19,9.17,18.65,0,10.09,57.4,0.03,0.37,0.06,137
Hyderabad,15-02-2017,66.1,129.76,13.81,40.94,12.43,17.52,0.08,10.89,38.79,0.05,0.75,0.14,123
Hyderabad,20-02-2017,57.61,157.84,8.41,35.93,8.46,39.69,0.25,22.31,39.94,0.2,2.08,0.38,160
Hyderabad,22-02-2017,65.52,167.51,12.37,46.93,13.69,30.84,0.27,20.72,49.52,0.16,1.92,0.57,161
Hyderabad,27-02-2017,55.13,148.99,12.48,39.79,11.67,29.39,0.28,17.65,64.27,0.18,2.08,0.46,179
Hyderabad,01-03-2017,63.3,161.94,7.64,38.86,9.94,25.67,0.24,15.45,38.61,0.14,1.65,0.41,166
Hyderabad,02-03-2017,57.86,130.83,7.72,29.63,8.8,18.51,0.19,10.31,42.14,0.08,0.98,0.31,147
Hyderabad,03-03-2017,28.95,87.02,7.66,25.79,7.97,17.57,0.14,7.43,51.83,0.08,0.97,0.28,142
Hyderabad,04-03-2017,32.73,90.8,7.83,25.01,7.66,18.84,0.16,10.15,68.85,0.06,0.92,0.22,116
Hyderabad,05-03-2017,31.06,69.14,7.81,19.79,6.75,15.43,0.14,14.85,55.32,0.05,0.92,0.17,102
Hyderabad,06-03-2017,42.16,106.15,8.94,28,8.86,17.68,0.17,9.61,50.93,0.09,1.39,0.36,106
Hyderabad,07-03-2017,35.62,80.09,7.05,17.76,6.07,14.61,0.14,12.29,55.68,0.05,0.74,0.18,109
Hyderabad,08-03-2017,45.6,118.95,8.68,28.85,8.91,16.96,0.13,13.64,57.87,0.09,1.85,0.48,124
Hyderabad,09-03-2017,77.14,189.5,13.65,45.09,14.68,24.9,0.2,19.6,47.16,0.17,3.35,1.02,181
Hyderabad,10-03-2017,30.97,89.71,8.47,24.09,8.42,13.14,0.12,9.13,42.43,0.05,1.05,0.31,113
Hyderabad,11-03-2017,30.33,111.84,9.63,33.13,10.18,8.95,0.11,12.9,43.3,0.06,1.02,0.57,108
Hyderabad,14-03-2017,50.64,132.94,9.56,37.51,11.09,26.41,0.16,17.73,50.11,0.22,2.27,0.26,161
Hyderabad,15-03-2017,21.27,57.52,8.25,18.26,6.57,13.73,0.11,7.85,41.95,0.04,0.66,0.12,95
Hyderabad,16-03-2017,27.44,44.62,9.18,24.38,8.05,12.84,0.11,7.14,42.8,0.04,0.91,0.17,76
Hyderabad,17-03-2017,54.73,118.8,12.86,45.98,14.49,21.57,0.16,17.35,39.39,0.19,2.51,1.2,97
Hyderabad,18-03-2017,67.57,186,20.68,52.24,17.22,33.02,0.2,21.64,34.77,0.33,4.68,3.14,146
Hyderabad,22-03-2017,60.92,175.69,12.57,52,14.03,26.07,0.17,21.17,68.16,0.16,2.49,0.75,171
Hyderabad,23-03-2017,60.33,158.98,12.2,48.25,13.65,21.52,0.23,10.61,64.54,0.1,1.34,0.35,175
Hyderabad,24-03-2017,54.59,135.47,10.5,42.79,11.92,19.77,0.17,11.49,64.9,0.11,1.25,0.32,148
Hyderabad,25-03-2017,60.55,148.34,9.42,41.27,11.22,24.64,0.19,14.86,63.64,0.1,1.74,0.25,137
Hyderabad,26-03-2017,62.45,152.69,9.35,38.24,10.57,19.94,0.17,12.7,65.94,0.09,1.29,0.25,140
Hyderabad,27-03-2017,57.61,144.64,9.53,39.4,10.9,17.01,0.16,13.08,66.96,0.09,0.97,0.22,164
Hyderabad,28-03-2017,51.42,128.17,9.57,38.28,10.72,16.62,0.16,10.89,57.96,0.09,1.07,0.21,154
Hyderabad,29-03-2017,49.28,117.75,9.55,33.72,10.29,15.1,0.16,6.55,57,0.09,0.89,0.2,127
Hyderabad,30-03-2017,47.02,122.96,9.2,35.07,10.75,15.91,0.17,8.66,54.3,0.1,1.26,0.2,114
Hyderabad,31-03-2017,45.77,119.32,9.23,35.7,10.05,16.73,0.15,8.68,62.1,0.09,0.94,0.2,150
Hyderabad,01-04-2017,44.15,117.72,9.09,30.98,8.99,14.2,0.14,6.09,59.95,0.08,0.86,0.4,136
Hyderabad,02-04-2017,51.9,144.41,10.08,41.35,11.47,15.37,0.16,8.48,49.08,0.09,1.51,0.37,123
Hyderabad,03-04-2017,50.37,125.87,9.17,34.02,9.63,14.48,0.15,7.24,53.76,0.09,1.12,0.26,132
Hyderabad,04-04-2017,43.52,105.3,9.33,30.44,8.9,15.11,0.14,10.83,55.87,0.08,0.92,0.18,123
Hyderabad,05-04-2017,47.15,98.46,9.49,29.71,8.89,12.67,0.15,7.18,43.12,0.07,0.71,0.19,103
Hyderabad,06-04-2017,44.33,118.21,6.25,36.95,9.88,20.89,0.16,9.13,39.14,0.1,0.98,0.37,92
Hyderabad,07-04-2017,48.68,119.71,9.41,32.91,10.06,14.76,0.14,9.66,48.79,0.05,0.77,0.24,136
Hyderabad,08-04-2017,68.34,186.2,11.67,38.38,11.62,19.05,0.2,16.14,41.4,0.56,1.45,0.28,128
Hyderabad,09-04-2017,77.56,193.33,16.76,49.22,23.27,17.48,0.29,14.15,36.76,0.24,1.7,0.62,175
Hyderabad,10-04-2017,67.48,184.29,4.95,39.61,11.11,22.74,0.21,17.04,46.58,0.16,1.21,0.31,164
Hyderabad,13-04-2017,59.32,161.14,9.86,37.36,11.15,26.62,0.15,18.52,64.29,0.13,1.15,0.26,173
Hyderabad,14-04-2017,60.92,155.57,8.26,32.52,10.17,23.64,0.17,16.51,53.34,0.13,1.05,0.25,165
Hyderabad,15-04-2017,57.68,161.11,6.46,29.2,9.42,16.22,0.16,15.79,46.79,0.2,0.98,0.3,152
Hyderabad,16-04-2017,56.31,172.7,8.75,28.75,8.96,16.17,0.15,14.29,41.88,0.17,1.12,0.29,148
Hyderabad,19-04-2017,57.04,157.84,8.37,27.79,8.08,30.84,0.14,9.25,50.43,0.22,1.59,0.24,166
Hyderabad,20-04-2017,49.73,155.18,8.94,35.29,10.53,41.98,0.12,15.24,48.24,0.16,1.49,0.24,131
Hyderabad,21-04-2017,45.5,146.01,9.86,37.88,11.26,26.61,0.13,15.64,48.44,0.09,1.09,0.26,136
Hyderabad,22-04-2017,53.51,173.04,12.27,42.5,13.91,36.91,0.19,19.01,42.89,0.17,1.46,0.43,143
Hyderabad,24-04-2017,57.26,195.54,12.62,40.89,12.81,32.1,0.17,19.79,33.12,0.32,2.92,0.47,162
Hyderabad,26-04-2017,61.48,178.52,7.13,51.82,10.74,30.94,0.06,19.33,26.72,0.1,0.95,0.64,151
Hyderabad,28-04-2017,37.64,90.98,8.81,23.58,8.78,33.13,0.09,5.2,70.21,0.04,0.61,0.12,142
Hyderabad,29-04-2017,27.39,97.09,6.2,29.07,8.18,38.26,0.09,10.98,59.6,0.08,0.94,0.23,127
Hyderabad,30-04-2017,24.73,71.82,6.14,25.71,8.76,25.94,0.1,11.4,55.85,0.06,0.94,0.11,99
Hyderabad,01-05-2017,24.54,68.79,6.44,26.4,8.54,26.54,0.09,11.13,45.05,0.09,1.48,0.12,99
Hyderabad,02-05-2017,29.34,70.91,5.92,21.73,7.49,25.34,0.1,5.69,64.01,0.04,0.67,0.12,110
Hyderabad,03-05-2017,37.31,85.68,6.09,25.09,8.5,34.75,0.11,4.14,54.45,0.04,0.63,0.17,118
Hyderabad,04-05-2017,43.24,111.88,6.23,26.06,9.73,22.03,0.15,8.28,52.6,0.05,0.75,0.23,130
Hyderabad,05-05-2017,40.48,113.26,6.06,24.97,10.1,16.38,0.15,8.41,65.03,0.12,0.82,0.17,138
Hyderabad,06-05-2017,38.11,89.14,5.12,25.56,7.62,24.02,0.11,11.54,50.37,0.03,0.64,0.17,122
Hyderabad,08-05-2017,27.81,82.02,3.79,18.72,4.24,14.29,0.06,10.16,62.99,0.02,0.5,0.08,131
Hyderabad,09-05-2017,32.95,91.33,5.63,41.36,9.72,38.95,0.06,10.25,53.25,0.06,0.76,0.13,109
Hyderabad,12-05-2017,34.8,77.97,5,36.6,11.62,23.81,0.15,4.51,53.61,0.03,0.61,0.19,86
Hyderabad,13-05-2017,36.41,94.82,5.08,38.77,11.38,25.46,0.14,5.92,45.63,0.04,0.71,0.15,84
Hyderabad,14-05-2017,40.68,101.34,5.06,42.42,10.51,23.54,0.15,4.93,44.74,0.05,0.83,0.23,107
Hyderabad,15-05-2017,35.14,80.34,4.56,30.94,9.21,21.58,0.11,6.38,49.94,0.05,0.55,0.14,85
Hyderabad,16-05-2017,37.13,108.52,4.59,41.07,12.57,18.27,0.11,9.81,37.77,0.03,0.72,0.2,98
Hyderabad,17-05-2017,37.23,102.58,4.41,38.74,11.94,18.51,0.11,8.88,38.04,0.03,0.73,0.29,102
Hyderabad,18-05-2017,48.21,159.97,5.62,50.64,14.58,33.13,0.13,11.25,32.17,0.08,1.15,0.55,118
Hyderabad,19-05-2017,45.73,153.81,6.3,49.46,12.42,21.18,0.11,12.25,32.93,0.06,0.73,0.4,148
Hyderabad,20-05-2017,41.91,143.04,4.73,48.49,12.84,22.07,0.11,10.89,36.62,0.09,0.91,0.49,126
Hyderabad,21-05-2017,35.78,119.47,2.2,47.98,15.64,44.56,0.16,10,39.06,0.27,1.66,0.42,131
Hyderabad,22-05-2017,38.13,117.36,4.44,51.56,15.38,25.27,0.13,8.43,44.56,0.08,1.24,0.38,115
Hyderabad,23-05-2017,49.56,173.1,4.69,66.04,18.88,43.01,0.15,12.73,29.12,0.21,1.56,0.47,130
Hyderabad,25-05-2017,39.09,115.26,4.42,45.01,10.87,25.52,0.09,4.46,47.08,0.05,0.59,0.16,127
Hyderabad,26-05-2017,43.73,135.42,4.5,47.81,11.47,23.05,0.1,7.28,45.06,0.03,0.54,0.35,119
Hyderabad,27-05-2017,26.99,79.38,4.45,30.37,7.75,18.74,0.07,4.17,43.41,0.01,0.27,0.08,103
Hyderabad,28-05-2017,26.35,79.05,4.26,35.91,8.8,27.27,0.09,6.47,53.11,0.04,0.51,0.11,93
Hyderabad,29-05-2017,19.02,78.46,4.92,42.99,10.09,28.57,0.06,5.75,41.03,0.06,0.44,0.08,76
Hyderabad,30-05-2017,17.31,78.58,14.07,46.38,14.55,15.98,0.06,10.87,36.63,0.02,0.43,0.06,82
Hyderabad,31-05-2017,11.35,45.33,7.79,22.84,7.79,11.42,0.05,2.78,45.72,0,0.21,0.01,80
Hyderabad,01-06-2017,10.04,35.01,8.94,25.83,9.14,9.9,0.06,1.66,48.75,0,0.19,0.01,79
Hyderabad,02-06-2017,13.75,45.45,8.57,22.7,7.61,9.17,0.07,3.03,57.96,0.01,0.26,0.03,109
Hyderabad,03-06-2017,13.78,42.98,8.4,19.42,6.83,14.37,0.07,2.33,53.33,0.01,0.33,0.04,103
Hyderabad,04-06-2017,14.36,40.42,9.13,24.08,8.73,20.08,0.08,4.09,46.26,0.01,0.5,0.11,84
Hyderabad,05-06-2017,16.11,54.35,8.38,19.2,6.73,21.42,0.07,6,54.74,0.02,0.44,0.16,106
Hyderabad,06-06-2017,17.77,57.12,7.71,21.89,6.76,17.36,0.09,4.06,54.65,0.02,0.46,0.22,97
Hyderabad,07-06-2017,12.3,31.28,6.91,11.7,4.45,11.75,0.07,3.66,48.45,0.01,0.34,0.12,74
Hyderabad,08-06-2017,11.78,27.93,8.21,19.22,8.56,17.27,0.08,2.68,36.3,0.01,0.27,0.07,67
Hyderabad,09-06-2017,17.05,39.07,4.9,20.03,7.59,20.71,0.08,5.5,33.48,0.31,1.4,0.45,69
Hyderabad,10-06-2017,7.84,21.21,8.48,15.62,8.61,25.87,0.1,3.68,36.93,0.39,4.21,0.68,68
Hyderabad,11-06-2017,7.85,18.39,8.52,15.56,7.49,14.78,0.09,2.04,27.75,0,0.73,0.04,61
Hyderabad,12-06-2017,5.56,11.67,8.02,8.47,5.4,11.35,0.07,3.57,27.08,0,0.84,0.13,50
Hyderabad,13-06-2017,6.92,16.59,6.55,17.19,11.45,8.59,0.13,4.03,42.25,0.07,1.15,0.62,63
Hyderabad,14-06-2017,19.65,42.88,7.29,16.5,8.82,8.01,0.25,3.87,54.73,0.07,0.76,0.51,84
Hyderabad,15-06-2017,13.54,30.33,7.07,18.12,8.71,6.99,0.21,3.98,48.18,0.08,1.18,0.23,75
Hyderabad,16-06-2017,9.71,21.19,7.47,14.66,7.72,8.52,0.19,3.1,50.2,0.03,0.95,0.15,72
Hyderabad,17-06-2017,13.07,35.43,7.13,16.86,8.45,5.11,0.23,4.67,52.04,0.05,0.68,0.23,94
Hyderabad,18-06-2017,12.88,33.71,7.04,15.24,6.91,4.9,0.17,4.33,54.45,0.06,0.9,0.52,86
Hyderabad,19-06-2017,7.61,18.66,7.27,11.6,5.97,9.89,0.17,3.95,40.17,0.02,0.58,0.26,82
Hyderabad,20-06-2017,7.38,23.73,7.42,12.26,6.26,5.71,0.14,3.67,39.37,0,0.3,0.05,83
Hyderabad,21-06-2017,8.66,29.59,7.47,14.39,6.86,4.72,0.14,11.12,37.42,0,0.27,0.1,70
Hyderabad,22-06-2017,11.4,39.16,11.21,18,9.3,4.94,0.16,4.17,27.54,0.12,1.53,0.48,59
Hyderabad,23-06-2017,11.48,37.59,8.5,15.64,8.41,5.32,0.18,5.22,29.81,0.08,1.11,0.31,67
Hyderabad,24-06-2017,10.85,39.43,9.06,11.31,6.69,4.9,0.16,5.26,34.33,0,0.37,0.16,63
Hyderabad,25-06-2017,11.81,37.65,7.56,13.1,6.56,4.48,0.15,5.17,35.59,0.07,0.54,0.03,60
Hyderabad,26-06-2017,11.79,38.79,7.45,10.8,5.9,4.3,0.14,5.22,33.43,0,0.18,0,63
Hyderabad,27-06-2017,11.82,36.34,7.7,11.63,5.34,3.92,0.09,5.31,31.88,0,0.22,0.01,53
Hyderabad,28-06-2017,8.84,29.13,6.69,14.13,5.9,3.78,0.09,13.04,31.16,0,0.27,0.01,60
Hyderabad,29-06-2017,10.38,39.46,7.44,12.42,6.26,3.53,0.18,5.66,32.42,0.02,0.24,0.02,62
Hyderabad,30-06-2017,13.08,53.54,7.23,11.15,5.9,3.45,0.14,5.22,33.21,0.14,0.58,0.38,61
Hyderabad,01-07-2017,10.98,42.56,8.77,12.28,6.83,3.54,0.14,3.86,32.5,0.06,0.35,0.1,63
Hyderabad,02-07-2017,9.75,37.86,7.21,11.87,6.08,3.36,0.13,6.13,31.55,0.03,0.34,0.01,66
Hyderabad,03-07-2017,11.8,46.69,12.34,13.33,9.32,3.46,0.17,6.91,32.11,0.1,0.52,0.55,66
Hyderabad,04-07-2017,15.53,48.65,7.46,13.28,6.56,3.57,0.15,13.54,29.3,0.07,0.45,0.18,57
Hyderabad,05-07-2017,10.4,37,7.39,12.88,6.43,3.23,0.16,13.72,30.35,0.1,0.69,0.23,58
Hyderabad,07-07-2017,14.77,43.48,8.25,16.09,7.86,4.21,0.17,5.99,30.48,0.25,1.33,2.26,63
Hyderabad,08-07-2017,18.19,55.27,7.48,15.37,7.12,5,0.15,6.05,34.11,0.18,1.26,1.05,66
Hyderabad,09-07-2017,18.1,47.47,7.34,14.82,6.92,4.05,0.16,6.71,32.87,0.12,1.01,0.67,61
Hyderabad,10-07-2017,15,39.94,7.91,17.03,7.62,8.73,0.19,7.42,29.39,0.38,1.83,1.27,60
Hyderabad,11-07-2017,19.31,59.13,8.31,16.31,7.71,4.66,0.16,6.56,26.9,0.44,2.66,2.42,60
Hyderabad,12-07-2017,14.29,47.25,7.8,15.3,7.23,5.08,0.15,5.86,29.41,0.27,2.28,0.54,66
Hyderabad,13-07-2017,14.49,42.92,7.93,12.53,6.55,4.91,0.17,5.98,28.55,0.17,1.95,0.42,58
Hyderabad,14-07-2017,13.9,35.06,8.34,13.56,6.99,4.76,0.14,5.01,27.6,0.09,1.21,0.57,53
Hyderabad,15-07-2017,16.53,63.46,7.95,11.48,6.15,6.42,0.14,6.85,29.24,0.01,0.46,0.24,74
Hyderabad,16-07-2017,10.24,34.05,6.76,8.45,4.41,25.84,0.17,6.48,34.63,0.01,0.76,0.06,86
Hyderabad,17-07-2017,10.78,27.38,6.78,12.06,5.95,18.71,0.16,4.3,31.84,0.24,4,0.66,93
Hyderabad,18-07-2017,8.48,18.17,5.28,10.62,4.97,5.02,0.15,2.97,26.27,0.04,0.47,0.19,47
Hyderabad,19-07-2017,5.72,14.48,5.47,12.4,5.52,4.38,0.15,3.27,25,0.05,0.46,0.15,46
Hyderabad,20-07-2017,6.54,16.81,5.06,9.5,4.58,4.54,0.14,3.09,26.17,0.03,0.58,0.07,48
Hyderabad,21-07-2017,10.83,34.66,5.01,9.71,4.57,4.26,0.15,4.23,28.25,0.03,1,0.14,50
Hyderabad,22-07-2017,13.37,53.26,3.28,10.08,4.21,4.02,0.15,5.05,29.49,0.01,0.49,0.06,55
Hyderabad,23-07-2017,15.97,66.76,4.89,11.72,5.1,3.86,0.15,2.96,31.42,0.01,0.37,0.04,71
Hyderabad,24-07-2017,15.62,52.3,5.29,12.84,5.46,6.52,0.15,4.5,29.9,0.04,0.69,0.09,65
Hyderabad,25-07-2017,14.04,56.61,5.28,10.9,5.85,10.26,0.17,4.66,25.83,0.02,0.87,0.29,55
Hyderabad,26-07-2017,16.55,61.4,4.27,12.98,5.39,8.11,0.18,4.65,28.42,0.05,0.95,1.6,62
Hyderabad,27-07-2017,14.43,49,5.51,13.97,5.99,4.87,0.16,6.12,28.62,0.04,0.88,0.59,60
Hyderabad,28-07-2017,12.62,41.75,9.44,14.04,7.7,5.12,0.17,3.6,26.67,0.1,0.96,0.71,56
Hyderabad,29-07-2017,15.28,47.66,7.99,14.93,8.08,4.83,0.17,4.23,29.08,0.26,1.63,1.11,55
Hyderabad,30-07-2017,17.5,60.16,8.1,16.64,9.26,5.66,0.2,5.83,27.97,0.42,3.43,1.34,63
Hyderabad,31-07-2017,17.42,57.47,7.22,18.87,10.08,5.48,0.21,5.04,28.83,0.97,5.05,2.84,69
Hyderabad,01-08-2017,16.85,49.6,6.08,17,8.77,5.26,0.21,5.57,27.81,0.34,4.08,2.65,60
Hyderabad,02-08-2017,16.78,54.83,5.31,13.74,5.93,5.69,0.2,10.67,26.03,0.28,2.23,0.88,61
Hyderabad,03-08-2017,11.79,34.3,5.24,10.34,4.8,8.63,0.17,5.77,22.38,0.09,1.32,0.18,51
Hyderabad,04-08-2017,13.35,44.95,8.9,18.12,8.43,7.5,0.17,5.55,24.55,0.38,1.86,0.43,49
Hyderabad,05-08-2017,20.34,64.87,8.67,20.12,8.91,7.81,0.18,6.57,27.34,0.4,3.04,1.11,67
Hyderabad,06-08-2017,23.03,80.57,8.85,22.47,9.57,8.34,0.17,14.85,28.27,0.38,2.36,0.49,75
Hyderabad,07-08-2017,26.22,81.09,9.46,21.64,9.62,8.4,0.23,4.69,25.05,1.45,6.23,1.63,90
Hyderabad,08-08-2017,24.87,68.32,9.91,19.65,8.13,11.54,0.22,6.76,24.75,2.01,8.55,2.74,83
Hyderabad,09-08-2017,20.47,43.45,8.32,16.75,6.94,8.63,0.27,3.85,25.82,1.43,7.29,0.88,80
Hyderabad,10-08-2017,14.91,32.93,7.46,11.51,5.8,7.58,0.19,5.41,23.33,0.4,2.62,0.38,71
Hyderabad,11-08-2017,17.76,44.97,11.98,15.61,9.04,6.9,0.24,6.22,32.72,0.63,3.36,0.87,65
Hyderabad,12-08-2017,15.1,36.13,9.48,14.19,8.64,6.12,0.25,5.1,32.06,0.28,1.92,0.71,67
Hyderabad,13-08-2017,17.08,37.86,9.71,15.64,9.5,6.28,0.22,4.33,26.67,0.54,2.16,0.41,55
Hyderabad,14-08-2017,20.36,40.24,8.48,14.29,7.96,6.99,0.23,5.62,29.5,0.79,4.63,1.13,60
Hyderabad,15-08-2017,16.4,44.14,8.25,13.37,8.5,4.82,0.22,5.23,28.81,0.64,4.55,0.74,58
Hyderabad,16-08-2017,20.12,56.17,7.78,12.73,6.88,4.92,0.18,4.97,32.41,0.41,2.13,0.84,63
Hyderabad,17-08-2017,21.77,76.01,7.96,15.13,7.23,6,0.17,5.32,32.76,0.37,2.16,0.99,70
Hyderabad,18-08-2017,26.6,80.23,8.15,16.09,7.37,5.61,0.17,4.95,29.62,0.37,2.31,1.15,85
Hyderabad,19-08-2017,17.35,36.53,7.61,11.78,5.8,5.09,0.12,4.84,32.33,0.05,0.82,0.34,65
Hyderabad,20-08-2017,7.42,10.54,6.9,8.85,5.15,4.45,0.15,4.18,37.5,0,0.4,0.09,59
Hyderabad,21-08-2017,10.89,26.2,5.41,11.31,5.21,4.27,0.16,4.88,38.36,0.09,0.91,0.2,62
Hyderabad,22-08-2017,12.56,37.28,10.15,15.13,8.15,4.52,0.19,6.04,31.68,0.31,1.7,0.48,60
Hyderabad,23-08-2017,15.41,54.16,9.06,16.07,7.95,4.72,0.16,5.01,31.8,0.42,2.09,1.58,62
Hyderabad,24-08-2017,23.63,60.91,6.7,17.43,7.09,5.14,0.21,4.59,31.39,0.55,2.48,1.74,72
Hyderabad,25-08-2017,13.53,32.41,7.91,11.42,6.48,8.07,0.18,3.8,33.12,0.23,2.48,0.51,72
Hyderabad,26-08-2017,11.58,21.88,7.99,9.53,6.55,9.01,0.12,3.99,31.66,0.14,1.79,0.82,55
Hyderabad,27-08-2017,13.1,22.77,7.64,10.5,5.99,6.07,0.17,4.87,30.92,0.27,2.44,0.58,52
Hyderabad,28-08-2017,8.26,12.31,7.31,9.12,5.48,6.84,0.17,4.25,31.84,0.11,1.02,0.3,56
Hyderabad,29-08-2017,6.57,11.4,7.4,9.26,5.74,6.45,0.12,4.4,35.24,0.05,1.07,0.18,56
Hyderabad,30-08-2017,12.26,33.08,7.27,10.14,5.8,5.73,0.17,4.36,32.5,0.09,1.15,0.16,56
Hyderabad,31-08-2017,14.63,49.77,8.41,13.14,7.37,6.68,0.21,12.8,30.67,0.25,1.99,0.7,60
Hyderabad,01-09-2017,19.92,63.66,9.38,14.34,7.62,5.56,0.23,5.16,35.74,0.62,5.07,1.69,71
Hyderabad,02-09-2017,24.42,75.72,12.83,16.47,9.59,6.44,0.22,13.58,32.11,1.7,9.87,2.33,87
Hyderabad,03-09-2017,12.96,37.21,7.66,12,6.23,8.13,0.17,6.44,33.41,0.13,1.32,0.4,64
Hyderabad,04-09-2017,17.26,49.36,8.5,16.95,7.97,4.95,0.21,4.92,33.5,0.39,2.52,0.91,59
Hyderabad,05-09-2017,19.86,62.12,8.01,14.47,6.99,5.61,0.18,5.04,41.28,0.26,2.56,2.2,79
Hyderabad,06-09-2017,29.32,70.96,10.13,19.22,8.58,5.72,0.19,4.97,24.76,0.62,3.19,1.88,86
Hyderabad,07-09-2017,40.82,80.64,13.1,19.8,10.17,7.5,0.21,5.23,32.88,0.78,5.76,1.4,82
Hyderabad,08-09-2017,32.63,58.94,9.14,19.17,8.14,6.64,0.18,4.57,39.66,0.4,3.6,0.59,74
Hyderabad,09-09-2017,32.88,57.8,7.56,15.23,6.52,5.53,0.19,5.02,41.62,0.22,1.89,0.21,72
Hyderabad,10-09-2017,18.58,41.91,7.95,15.66,6.21,5.51,0.09,3.32,31.82,0.07,1.52,0.26,60
Hyderabad,11-09-2017,12.34,30.25,8.08,15.36,8.43,5.37,0.21,4.19,32.15,0.22,1.56,0.25,51
Hyderabad,12-09-2017,10.33,27.36,7.92,15.27,7.46,4.47,0.11,4.17,33.02,0.25,1.72,0.23,55
Hyderabad,13-09-2017,17.29,36.34,8.63,17.06,7.56,6.1,0.07,5.03,30.88,0.49,3.46,0.72,55
Hyderabad,14-09-2017,10.44,17.55,8.51,15.62,7.61,4.67,0.05,5.09,34.13,0.36,2.49,0.83,60
Hyderabad,15-09-2017,12.64,27.69,7.97,15.22,7.29,4,0.06,4.68,38,0.28,1.79,1.44,56
Hyderabad,16-09-2017,10.27,19.92,7.38,13.77,6.37,3.71,0.06,13.08,34.23,0.19,1.7,0.84,56
Hyderabad,17-09-2017,15.67,27.18,10.04,12.72,4.23,3.75,0.04,3.3,31.75,0.04,0.63,0.25,39
Hyderabad,18-09-2017,9.17,16.29,6.94,10.48,5.36,3.25,0.04,4.37,34.2,0.02,0.55,0.21,53
Hyderabad,19-09-2017,10.28,19.23,7.19,10.5,5.22,3.21,0.05,4.24,38.84,0.03,0.56,0.06,54
Hyderabad,20-09-2017,9.76,24.64,6.79,10.86,5.52,3.22,0.05,5.12,41.74,0.07,0.57,0.05,57
Hyderabad,21-09-2017,14.88,28.99,6.92,11.41,5.8,3.37,0.05,4.06,37.47,0,0.48,0.06,59
Hyderabad,22-09-2017,20.5,35.75,7.3,15.36,8.05,4.29,0.03,4.59,36.6,0.01,0.73,0.32,58
Hyderabad,23-09-2017,29.61,63.17,8.27,17.97,12.7,6.2,0,5.13,30.97,0.18,3.63,0.79,54
Hyderabad,24-09-2017,42,108.57,11.42,19.98,16.16,7.18,0,5.99,29.73,0.34,5.19,2.74,95
Hyderabad,25-09-2017,39.68,87.46,9.51,20.38,12.1,6.51,0,5.73,29.35,0.2,2.39,0.93,99
Hyderabad,26-09-2017,45.69,98.84,9.31,20.98,10.8,11.57,0,7.2,29.15,0.18,3.48,1.29,80
Hyderabad,27-09-2017,50.36,108.16,9.68,23.27,11.18,12.83,0,6.41,28.45,0.17,3.04,3.95,107
Hyderabad,28-09-2017,45.9,74.16,9.79,20.69,12.51,9.45,0,5.29,28.01,0.12,2.2,1.36,98
Hyderabad,29-09-2017,41.57,58.36,8.34,18.5,10.13,8.29,0,4.87,31.95,0.1,2.26,0.43,74
Hyderabad,30-09-2017,41.26,61.2,8.11,17.45,8.92,9.81,0,5.4,34.25,0.12,2.07,0.34,70
Hyderabad,01-10-2017,31.08,50.52,1.24,11.81,2.95,10.65,0.26,5.12,29.4,0.8,4.06,0.48,110
Hyderabad,03-10-2017,24.16,36.84,11.69,18.96,9.81,9.53,0.34,6.88,34.69,1,7.43,0.65,53
Hyderabad,04-10-2017,49.75,77.06,16.68,22.44,11.72,11.28,0.66,10.46,39.92,2.59,12.69,2.06,102
Hyderabad,06-10-2017,28.48,54.04,11.38,19.44,8.09,10.26,0.21,5.7,32.82,1.69,8.81,1.49,102
Hyderabad,07-10-2017,22.6,46.38,18.91,24.12,12.33,12.27,0.57,7.36,43.87,2.21,10.84,2.64,94
Hyderabad,08-10-2017,32.08,42.02,10.47,24.14,10.59,8.02,0.29,19.21,36.8,1.19,6.82,0.96,100
Hyderabad,09-10-2017,25.79,41.72,7.6,17.7,6.49,9.24,0.36,4.24,41.5,1.12,5.21,0.9,111
Hyderabad,10-10-2017,28.04,46.53,26.06,24.18,6.08,8.55,0.1,8.63,70.62,0.66,3.27,0.25,103
